airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype
AH,4079,DOH,ALG,2024-12-03,2024-12-03T15:27:00Z,Arrival,4,ONB,330
AH,3018,ALG,IST,2024-12-04,2024-12-04T22:10:00Z,Departure,4,SCT,332
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T09:00:00Z,Departure,1,OFB,738
AH,6148,ALG,CBH,2024-12-03,2024-12-03T22:00:00Z,Departure,1,OFB,736
AH,6058,ALG,GJL,2024-12-04,2024-12-04T15:45:00Z,Departure,1,SCT,AT7
SF,1979,BJA,ALG,2024-12-04,2024-12-04T13:10:00Z,Arrival,1,SCT,DH4
TO,7314,SXB,ALG,2024-12-04,2024-12-04T16:30:00Z,Arrival,4,SCT,73H
TO,7300,NTE,ALG,2024-12-03,2024-12-03T18:15:00Z,Arrival,4,ONB,737
AH,6106,ALG,ORN,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,738
SF,1101,HME,ALG,2024-12-03,2024-12-03T16:38:00Z,Arrival,1,ONB,738
SF,1501,HRM,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,ONB,DH2
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,SCT,738
AH,5010,ALG,DSS,2024-12-03,2024-12-03T20:10:00Z,Departure,4,SCT,738
AH,6156,ALG,TMX,2024-12-04,2024-12-04T07:00:00Z,Departure,1,GCL,AT7
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
AH,5011,DSS,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,4,LAN,738
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:14:00Z,Arrival,4,ONB,320
SF,1961,ORN,ALG,2024-12-04,2024-12-04T11:49:00Z,Arrival,1,ONB,738
AH,6026,ALG,CZL,2024-12-04,2024-12-04T19:30:00Z,Departure,1,SCT,738
SV,343,JED,ALG,2024-12-03,2024-12-03T21:40:00Z,Arrival,1,SCT,777
QR,1380,ALG,DOH,2024-12-04,2024-12-04T15:45:00Z,Departure,4,SCT,330
AH,6071,LOO,ALG,2024-12-04,2024-12-04T14:15:00Z,Arrival,1,SCT,AT7
TK,654,ALG,IST,2024-12-03,2024-12-03T17:35:00Z,Departure,4,OFB,321
AH,1230,ALG,CDG,2024-12-05,2024-12-05T18:45:00Z,Departure,4,SCT,73H
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,484,ALG,JED,2024-12-03,2024-12-03T18:00:00Z,Departure,1,OFB,330
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,ONB,737
TO,7261,ALG,ORY,2024-12-04,2024-12-04T17:30:00Z,Departure,4,SCT,73H
SF,1685,GHA,ALG,2024-12-04,2024-12-04T20:25:00Z,Arrival,1,SCT,DH2
AH,1230,ALG,CDG,2024-12-04,2024-12-04T18:45:00Z,Departure,4,SCT,738
AH,1506,ALG,CDG,2024-12-03,2024-12-03T15:20:00Z,Departure,4,OFB,320
AH,5318,ALG,ABJ,2024-12-04,2024-12-04T20:00:00Z,Departure,4,SCT,737
SF,1684,ALG,GHA,2024-12-04,2024-12-04T12:00:00Z,Departure,1,SCT,DH2
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,738
5O,756,ALG,MRS,2024-12-04,2024-12-04T18:10:00Z,Departure,4,SCT,AT7
SV,340,ALG,JED,2024-12-04,2024-12-04T15:30:00Z,Departure,1,SCT,773
AH,6100,ALG,ORN,2024-12-04,2024-12-04T08:55:00Z,Departure,1,OFB,AT7
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,SCT,737
TU,375,ALG,TUN,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,320
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:43:00Z,Arrival,4,ONB,738
AH,6033,TEE,ALG,2024-12-04,2024-12-04T19:05:00Z,Arrival,1,SCT,AT7
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
AH,4014,ALG,NKC,2024-12-04,2024-12-04T19:30:00Z,Departure,4,SCT,736
AH,6161,TMX,ALG,2024-12-04,2024-12-04T03:00:00Z,Arrival,1,SCT,736
AH,1001,CDG,ALG,2024-12-04,2024-12-04T16:45:00Z,Arrival,4,SCT,738
AH,1045,TLS,ALG,2024-12-03,2024-12-03T20:40:00Z,Arrival,4,SCT,736
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:30:00Z,Arrival,4,SCT,738
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,SCT,736
AH,3014,ALG,IST,2024-12-03,2024-12-03T19:05:00Z,Departure,4,SCT,320
TO,7260,ORY,ALG,2024-12-04,2024-12-04T09:35:00Z,Arrival,4,ONB,738
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:48:00Z,Arrival,4,ONB,738
AH,3015,IST,ALG,2024-12-04,2024-12-04T07:23:00Z,Arrival,4,ONB,320
AH,6235,TMR,ALG,2024-12-05,2024-12-05T03:55:00Z,Arrival,1,SCT,73H
AH,6191,CZL,ALG,2024-12-04,2024-12-04T09:47:00Z,Arrival,1,ONB,AT7
AH,6041,BSK,ALG,2024-12-03,2024-12-03T18:40:00Z,Arrival,1,DEL,738
AH,6162,ALG,TMX,2024-12-04,2024-12-04T19:50:00Z,Departure,1,SCT,AT7
AH,2700,ALG,YUL,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,332
AH,2014,ALG,BCN,2024-12-04,2024-12-04T16:45:00Z,Departure,4,SCT,738
XY,661,JED,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,1,SCT,333
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AH,4003,TUN,ALG,2024-12-03,2024-12-03T19:49:00Z,Arrival,4,ONB,736
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,BST,738
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
AH,485,JED,ALG,2024-12-04,2024-12-04T06:13:00Z,Arrival,1,ONB,330
TO,7300,NTE,ALG,2024-12-03,2024-12-03T18:20:00Z,Arrival,4,SCT,737
SV,343,JED,ALG,2024-12-03,2024-12-03T21:15:00Z,Arrival,1,ONB,777
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,OFB,738
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,ONB,738
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:34:00Z,Arrival,0,ONB,738
V7,2439,ALG,BOD,2024-12-04,2024-12-04T10:10:00Z,Departure,4,BST,320
TK,651,IST,ALG,2024-12-04,2024-12-04T10:45:00Z,Arrival,4,SCT,32R
AF,1855,ALG,CDG,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,32A
AH,1075,LIL,ALG,2024-12-04,2024-12-04T21:25:00Z,Arrival,4,SCT,738
AH,484,ALG,JED,2024-12-03,2024-12-03T18:00:00Z,Departure,1,OFB,330
AH,6171,AAE,ALG,2024-12-04,2024-12-04T10:00:00Z,Arrival,1,LAN,AT7
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,1,ONB,738
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,738
AH,1021,MRS,ALG,2024-12-03,2024-12-03T17:18:00Z,Arrival,4,ONB,738
SF,1703,HME,ALG,2024-12-03,2024-12-03T19:29:00Z,Arrival,1,ONB,DH4
AH,2014,ALG,BCN,2024-12-04,2024-12-04T16:45:00Z,Departure,4,SCT,738
V7,2438,BOD,ALG,2024-12-04,2024-12-04T08:43:00Z,Arrival,4,ONB,320
AH,6184,ALG,ORN,2024-12-03,2024-12-03T23:00:00Z,Departure,1,DEL,AT7
AH,1021,MRS,ALG,2024-12-04,2024-12-04T17:30:00Z,Arrival,4,SCT,738
AH,4062,ALG,DXB,2024-12-03,2024-12-03T22:05:00Z,Departure,4,GCL,332
AH,1021,MRS,ALG,2024-12-04,2024-12-04T17:30:00Z,Arrival,4,SCT,738
AH,3001,SVO,ALG,2024-12-04,2024-12-04T07:35:00Z,Arrival,4,SCT,738
AH,5318,ALG,ABJ,2024-12-04,2024-12-04T20:00:00Z,Departure,4,SCT,737
AH,1217,ETZ,ALG,2024-12-03,2024-12-03T16:23:00Z,Arrival,4,ONB,738
AH,1191,BOD,ALG,2024-12-03,2024-12-03T19:19:00Z,Arrival,4,ONB,738
AH,1022,ALG,MRS,2024-12-04,2024-12-04T08:00:00Z,Departure,4,SCT,738
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
AH,2701,YUL,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,4,SCT,332
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:19:00Z,Arrival,4,SCT,320
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,SCT,AT7
AH,6197,CZL,ALG,2024-12-04,2024-12-04T14:40:00Z,Arrival,1,SCT,AT7
AH,6217,OGX,ALG,2024-12-03,2024-12-03T19:05:00Z,Arrival,1,DEL,AT7
AH,2029,VIE,ALG,2024-12-04,2024-12-04T18:50:00Z,Arrival,4,SCT,737
AH,6292,ALG,DJG,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,737
AH,6471,GHA,ALG,2024-12-03,2024-12-03T18:20:00Z,Arrival,1,ONB,AT7
AH,484,ALG,JED,2024-12-03,2024-12-03T18:00:00Z,Departure,1,DEL,330
AH,6059,GJL,ALG,2024-12-05,2024-12-05T18:30:00Z,Arrival,1,SCT,73H
AH,1075,LIL,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,320
IB,929,MAD,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,320
TO,7261,ALG,ORY,2024-12-04,2024-12-04T17:30:00Z,Departure,4,SCT,73H
AH,4064,ALG,AMM,2024-12-04,2024-12-04T15:25:00Z,Departure,4,SCT,738
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,SCT,738
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:55:00Z,Arrival,1,SCT,738
AH,1004,ALG,ORY,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,330
AH,3015,IST,ALG,2024-12-04,2024-12-04T07:23:00Z,Arrival,4,ONB,320
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:25:00Z,Arrival,4,SCT,320
V7,2439,ALG,BOD,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,320
AH,1071,MPL,ALG,2024-12-03,2024-12-03T17:47:00Z,Arrival,4,ONB,736
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,738
AH,1075,LIL,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,320
AH,6244,ALG,IAM,2024-12-03,2024-12-03T19:10:00Z,Departure,1,DEL,AT7
SF,1908,ALG,HME,2024-12-04,2024-12-04T18:30:00Z,Departure,1,SCT,738
IB,929,MAD,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,320
VF,274,ALG,SAW,2024-12-04,2024-12-04T14:25:00Z,Departure,4,SCT,738
MS,846,ALG,CAI,2024-12-05,2024-12-05T13:45:00Z,Departure,4,SCT,321
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,OFB,737
AH,6227,HME,ALG,2024-12-04,2024-12-04T23:40:00Z,Arrival,1,DEL,AT7
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,OFB,737
AH,6255,ELU,ALG,2024-12-04,2024-12-04T16:35:00Z,Arrival,1,SCT,736
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,SCT,738
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,1,ONB,738
AH,6186,ALG,ORN,2024-12-05,2024-12-05T20:20:00Z,Departure,1,SCT,AT7
SF,3000,ALG,CDG,2024-12-04,2024-12-04T17:00:00Z,Departure,4,SCT,738
AH,6041,BSK,ALG,2024-12-03,2024-12-03T18:40:00Z,Arrival,1,DEL,738
TK,651,IST,ALG,2024-12-04,2024-12-04T10:25:00Z,Arrival,4,SCT,738
TO,7260,ORY,ALG,2024-12-04,2024-12-04T09:40:00Z,Arrival,4,SCT,73H
AH,5348,ALG,DLA,2024-12-03,2024-12-03T19:30:00Z,Departure,4,OFB,738
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
SF,1123,HME,ALG,2024-12-04,2024-12-04T14:40:00Z,Arrival,1,SCT,738
AH,3019,IST,ALG,2024-12-04,2024-12-04T07:50:00Z,Arrival,4,DEL,332
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,LAN,738
AH,300,ALG,MED,2024-12-04,2024-12-04T21:20:00Z,Departure,1,SCT,330
SV,343,JED,ALG,2024-12-03,2024-12-03T21:15:00Z,Arrival,1,LAN,777
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,SCT,737
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:14:00Z,Arrival,4,ONB,320
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,5010,ALG,DSS,2024-12-03,2024-12-03T20:30:00Z,Departure,4,BST,738
AH,2700,ALG,YUL,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,332
QR,1380,ALG,DOH,2024-12-04,2024-12-04T15:45:00Z,Departure,4,SCT,359
SF,1501,HRM,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,ONB,DH2
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,6033,TEE,ALG,2024-12-04,2024-12-04T19:05:00Z,Arrival,1,SCT,AT7
5O,271,CDG,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,4,SCT,73H
SV,343,JED,ALG,2024-12-03,2024-12-03T21:40:00Z,Arrival,1,SCT,777
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:15:00Z,Arrival,4,SCT,738
AH,6107,ORN,ALG,2024-12-04,2024-12-04T06:47:00Z,Arrival,1,LAN,738
MS,846,ALG,CAI,2024-12-04,2024-12-04T13:45:00Z,Departure,4,SCT,737
AH,6006,ALG,AAE,2024-12-03,2024-12-03T19:40:00Z,Departure,1,BST,AT7
SF,1919,HME,ALG,2024-12-04,2024-12-04T09:15:00Z,Arrival,1,SCT,738
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:30:00Z,Arrival,1,SCT,738
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,SCT,738
V7,2438,BOD,ALG,2024-12-04,2024-12-04T08:43:00Z,Arrival,4,ONB,320
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
SF,1321,IAM,ALG,2024-12-04,2024-12-04T17:00:00Z,Arrival,1,SCT,738
AH,2070,ALG,FRA,2024-12-04,2024-12-04T10:35:00Z,Departure,4,OFB,736
EK,0757,DXB,ALG,2024-12-04,2024-12-04T12:40:00Z,Arrival,4,SCT,773
AH,5011,DSS,ALG,2024-12-04,2024-12-04T06:25:00Z,Arrival,4,SCT,738
XY,661,JED,ALG,2024-12-04,2024-12-04T16:25:00Z,Arrival,1,SCT,333
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
SF,1101,HME,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,BST,738
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:25:00Z,Arrival,1,LAN,736
AH,6103,ORN,ALG,2024-12-04,2024-12-04T18:35:00Z,Arrival,1,SCT,AT7
SF,1685,GHA,ALG,2024-12-04,2024-12-04T20:25:00Z,Arrival,1,SCT,DH2
AH,6170,ALG,AAE,2024-12-04,2024-12-04T07:00:00Z,Departure,1,SCT,AT7
AH,6195,CZL,ALG,2024-12-04,2024-12-04T21:25:00Z,Arrival,1,SCT,AT7
TK,654,ALG,IST,2024-12-04,2024-12-04T17:35:00Z,Departure,4,SCT,78D
AH,6225,HME,ALG,2024-12-04,2024-12-04T23:30:00Z,Arrival,1,SCT,AT7
MS,845,CAI,ALG,2024-12-04,2024-12-04T12:45:00Z,Arrival,4,SCT,321
SF,1101,HME,ALG,2024-12-03,2024-12-03T16:38:00Z,Arrival,1,ONB,738
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:14:00Z,Arrival,4,ONB,320
AH,1215,CDG,ALG,2024-12-04,2024-12-04T19:15:00Z,Arrival,4,SCT,736
AH,6071,LOO,ALG,2024-12-04,2024-12-04T14:15:00Z,Arrival,1,SCT,AT7
AH,6191,CZL,ALG,2024-12-04,2024-12-04T09:55:00Z,Arrival,1,SCT,AT7
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,BST,738
AF,1855,ALG,CDG,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,320
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,SCT,738
AH,4003,TUN,ALG,2024-12-03,2024-12-03T20:00:00Z,Arrival,4,SCT,736
AH,1004,ALG,ORY,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,330
AH,6013,CZL,ALG,2024-12-03,2024-12-03T15:13:00Z,Arrival,1,ONB,738
AH,6190,ALG,CZL,2024-12-04,2024-12-04T07:00:00Z,Departure,1,SCT,AT7
AH,4003,TUN,ALG,2024-12-04,2024-12-04T20:30:00Z,Arrival,4,SCT,738
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:30:00Z,Arrival,1,SCT,738
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
AH,1021,MRS,ALG,2024-12-03,2024-12-03T17:18:00Z,Arrival,4,ONB,738
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:20:00Z,Arrival,1,SCT,AT7
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,OFB,320
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,BST,AT7
TK,652,ALG,IST,2024-12-04,2024-12-04T11:40:00Z,Departure,4,SCT,738
AH,6409,ELG,ALG,2024-12-03,2024-12-03T20:35:00Z,Arrival,1,DEL,AT7
AH,1231,CDG,ALG,2024-12-04,2024-12-04T10:03:00Z,Arrival,4,ONB,738
AH,6292,ALG,DJG,2024-12-03,2024-12-03T23:20:00Z,Departure,1,SCT,736
QR,1380,ALG,DOH,2024-12-04,2024-12-04T15:45:00Z,Departure,4,SCT,359
MS,846,ALG,CAI,2024-12-04,2024-12-04T13:45:00Z,Departure,4,SCT,737
VY,7396,ALC,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,ONB,320
AH,1216,ALG,ETZ,2024-12-04,2024-12-04T10:00:00Z,Departure,4,SCT,320
AH,6409,ELG,ALG,2024-12-03,2024-12-03T20:35:00Z,Arrival,1,DEL,AT7
AH,1075,LIL,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,320
AH,6042,ALG,BSK,2024-12-04,2024-12-04T16:40:00Z,Departure,1,SCT,736
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
TO,7315,ALG,SXB,2024-12-04,2024-12-04T10:40:00Z,Departure,4,SCT,738
AH,6171,AAE,ALG,2024-12-04,2024-12-04T10:00:00Z,Arrival,1,ONB,AT7
VY,7991,MRS,ALG,2024-12-04,2024-12-04T10:14:00Z,Arrival,4,ONB,320
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:30:00Z,Arrival,4,ONB,320
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,SCT,738
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,SCT,738
SF,2320,ALG,AZR,2024-12-04,2024-12-04T14:00:00Z,Departure,1,SCT,DH4
AH,1214,ALG,CDG,2024-12-04,2024-12-04T13:15:00Z,Departure,4,OFB,736
SF,1961,ORN,ALG,2024-12-04,2024-12-04T11:49:00Z,Arrival,1,ONB,738
AH,6244,ALG,IAM,2024-12-03,2024-12-03T19:10:00Z,Departure,1,DEL,AT7
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,SCT,737
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,SCT,738
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,OFB,AT7
TK,655,IST,ALG,2024-12-03,2024-12-03T22:15:00Z,Arrival,4,SCT,737
AH,6160,ALG,TMX,2024-12-03,2024-12-03T23:10:00Z,Departure,1,SCT,736
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,738
AH,6148,TIN,ALG,2024-12-04,2024-12-04T04:34:00Z,Arrival,1,ONB,736
AH,1012,ALG,CDG,2024-12-05,2024-12-05T16:40:00Z,Departure,4,SCT,73H
AH,1230,ALG,CDG,2024-12-04,2024-12-04T18:45:00Z,Departure,4,SCT,738
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
AH,6292,ALG,DJG,2024-12-03,2024-12-03T23:20:00Z,Departure,1,SCT,736
AH,1075,LIL,ALG,2024-12-04,2024-12-04T21:25:00Z,Arrival,4,SCT,738
AH,6297,AZR,ALG,2024-12-04,2024-12-04T17:40:00Z,Arrival,1,SCT,AT7
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:30:00Z,Arrival,0,SCT,738
TK,655,IST,ALG,2024-12-03,2024-12-03T22:14:00Z,Arrival,4,ONB,737
SF,1854,ALG,TMR,2024-12-04,2024-12-04T08:00:00Z,Departure,1,BST,DH4
SF,1101,HME,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,1045,TLS,ALG,2024-12-03,2024-12-03T20:01:00Z,Arrival,4,ONB,736
TK,655,IST,ALG,2024-12-03,2024-12-03T22:15:00Z,Arrival,4,SCT,737
AH,6200,ALG,GHA,2024-12-04,2024-12-04T18:30:00Z,Departure,1,SCT,AT7
LH,1318,FRA,ALG,2024-12-03,2024-12-03T23:55:00Z,Arrival,4,SCT,320
AH,1012,ALG,CDG,2024-12-04,2024-12-04T16:40:00Z,Departure,4,SCT,320
AH,1024,ALG,MRS,2024-12-03,2024-12-03T17:45:00Z,Departure,4,OFB,738
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,OFB,738
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,1,ONB,738
AH,5322,ALG,OUA,2024-12-04,2024-12-04T20:55:00Z,Departure,4,SCT,736
AH,6162,ALG,TMX,2024-12-04,2024-12-04T19:50:00Z,Departure,1,SCT,738
AH,6254,ALG,ELU,2024-12-04,2024-12-04T09:10:00Z,Departure,1,OFB,736
AH,3001,SVO,ALG,2024-12-04,2024-12-04T07:44:00Z,Arrival,4,LAN,738
AH,6409,ELG,ALG,2024-12-03,2024-12-03T20:38:00Z,Arrival,1,ONB,AT7
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:17:00Z,Arrival,4,ONB,320
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,SCT,738
AH,1075,LIL,ALG,2024-12-03,2024-12-03T18:11:00Z,Arrival,4,ONB,320
AH,1071,MPL,ALG,2024-12-03,2024-12-03T17:47:00Z,Arrival,4,ONB,736
AH,6156,ALG,TMX,2024-12-04,2024-12-04T07:00:00Z,Departure,1,SCT,AT7
VY,7397,ALG,ALC,2024-12-03,2024-12-03T19:05:00Z,Departure,4,SCT,320
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:26:00Z,Arrival,4,ONB,320
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:43:00Z,Arrival,4,ONB,738
AF,1854,CDG,ALG,2024-12-05,2024-12-05T13:20:00Z,Arrival,4,SCT,319
AH,4036,ALG,CAI,2024-12-04,2024-12-04T20:30:00Z,Departure,4,SCT,320
AH,1230,ALG,CDG,2024-12-04,2024-12-04T18:45:00Z,Departure,4,SCT,738
AH,6182,ALG,ORN,2024-12-04,2024-12-04T12:30:00Z,Departure,1,SCT,AT7
AH,1001,CDG,ALG,2024-12-04,2024-12-04T16:45:00Z,Arrival,4,SCT,738
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,BST,737
AH,6292,ALG,DJG,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,737
AH,6161,TMX,ALG,2024-12-04,2024-12-04T02:07:00Z,Arrival,1,ONB,736
AH,6297,AZR,ALG,2024-12-04,2024-12-04T17:40:00Z,Arrival,1,SCT,AT7
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,SCT,737
AH,1230,ALG,CDG,2024-12-03,2024-12-03T19:00:00Z,Departure,4,GCL,738
AH,2005,ALC,ALG,2024-12-04,2024-12-04T15:00:00Z,Arrival,4,SCT,738
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,ONB,738
AH,6227,HME,ALG,2024-12-04,2024-12-04T11:30:00Z,Arrival,1,DEL,AT7
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:25:00Z,Arrival,1,LAN,736
AH,6043,BSK,ALG,2024-12-04,2024-12-04T19:10:00Z,Arrival,1,SCT,736
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
AH,2029,VIE,ALG,2024-12-04,2024-12-04T18:50:00Z,Arrival,4,SCT,737
AH,6191,CZL,ALG,2024-12-04,2024-12-04T09:47:00Z,Arrival,1,ONB,AT7
SF,1908,ALG,HME,2024-12-04,2024-12-04T18:00:00Z,Departure,1,SCT,738
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
AH,6107,ORN,ALG,2024-12-04,2024-12-04T07:00:00Z,Arrival,1,SCT,738
SF,1969,CZL,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:25:00Z,Arrival,1,SCT,736
SF,1851,CBH,ALG,2024-12-05,2024-12-05T18:10:00Z,Arrival,1,SCT,738
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
